Accepted Symbol,Synonym Symbol,Scientific Name,Common Name,FIPS Code
PHPA6,,Pharus parvifolius Nash,creeping stalkgrass,US72
PHASE,,Phaseolus L.,bean,US70
PHASE,,Phaseolus L.,bean,US78
PHASE,,Phaseolus L.,bean,US74
PHASE,,Phaseolus L.,bean,US72
PHCO6,,Phaseolus coccineus L.,scarlet runner,US66
PHCO6,PHMU7,Phaseolus multiflorus Lam.,,US74
PHCO6,,Phaseolus coccineus L.,scarlet runner,US74
PHCO6,,Phaseolus coccineus L.,scarlet runner,US78
PHCO6,PHMU7,Phaseolus multiflorus Lam.,,US66
PHCO6,PHMU7,Phaseolus multiflorus Lam.,,US78
PHLU2,PHLI6,Phaseolus limensis Macfad.,,US72
PHLU2,,Phaseolus lunatus L.,sieva bean,US72
PHLU2,PHLI6,Phaseolus limensis Macfad.,,US78
PHLU2,PHIN27,Phaseolus inamoenus L.,,US72
PHLU2,PHLUL,Phaseolus lunatus L. var. lunonanus L.H. Bailey,,US78
PHLU2,,Phaseolus lunatus L.,sieva bean,US78
PHLU2,PHTU6,Phaseolus tunkinensis Lour.,,US72
PHLU2,PHIN27,Phaseolus inamoenus L.,,US78
PHLU2,PHLUL,Phaseolus lunatus L. var. lunonanus L.H. Bailey,,US72
PHLU2,PHTU6,Phaseolus tunkinensis Lour.,,US78
PHPO2,,"Phaseolus polystachios (L.) Britton, Sterns & Poggenb.",thicket bean,US72
PHPOP,,"Phaseolus polystachios (L.) Britton, Sterns & Poggenb. var. polystachios",thicket bean,US72
PHPOP,PHSM,Phaseolus smilacifolius Pollard,,US72
PHPOP,PHPOA,"Phaseolus polystachios (L.) Britton, Sterns & Poggenb. var. aquilonius Fernald",,US72
PHVU,,Phaseolus vulgaris L.,kidney bean,US72
PHVU,,Phaseolus vulgaris L.,kidney bean,US70
PHVU,,Phaseolus vulgaris L.,kidney bean,US66
PHVU,,Phaseolus vulgaris L.,kidney bean,US74
PHVU,PHVUH,Phaseolus vulgaris L. var. humilis Alef.,,US70
PHVU,PHVUH,Phaseolus vulgaris L. var. humilis Alef.,,US74
PHVU,,Phaseolus vulgaris L.,kidney bean,US78
PHVU,PHVUH,Phaseolus vulgaris L. var. humilis Alef.,,US66
PHVU,PHVUH,Phaseolus vulgaris L. var. humilis Alef.,,US72
PHVU,PHVUH,Phaseolus vulgaris L. var. humilis Alef.,,US78
PHENA,,Phenax Weddell,ghostweed,US72
PHSO4,,Phenax sonneratii (Poir.) Weddell,Asian ghostweed,US72
PHIAL,,Phialanthus Griseb.,phialanthus,US72
PHGR11,,Phialanthus grandifolius Alain,aquilon prieto,US72
PHMY,,Phialanthus myrtilloides Griseb.,candlewood,US72
PHILA,,Philadelphus L.,mock orange,US15
PHKA4,,Philadelphus karwinskianus Koehne,evergreen mock orange,US15
PHILO,,Philodendron Schott,philodendron,US15
PHILO,,Philodendron Schott,philodendron,US74
PHILO,,Philodendron Schott,philodendron,US72
PHILO,,Philodendron Schott,philodendron,US78
PHCO23,,Philodendron consanguineum Schott,rascagarganta,US72
PHCO23,PHKR,Philodendron krebsii Schott,,US78
PHCO23,,Philodendron consanguineum Schott,rascagarganta,US78
PHCO23,PHKR,Philodendron krebsii Schott,,US72
PHCO23,PHAN15,Philodendron angustatum Schott,,US72
PHCO23,PHAN15,Philodendron angustatum Schott,,US78
PHFR6,,Philodendron fragrantissimum (Hook.) G. Don,shortstem philodendron,US72
PHGI2,,Philodendron giganteum Schott,giant philodendron,US78
PHGI2,,Philodendron giganteum Schott,giant philodendron,US72
PHHE17,,Philodendron hederaceum (Jacq.) Schott,vilevine,US74
PHHE17,,Philodendron hederaceum (Jacq.) Schott,vilevine,US72
PHHE17,,Philodendron hederaceum (Jacq.) Schott,vilevine,US78
PHHEH4,PHSC3,Philodendron scandens K. Koch & Sello,,US72
PHHEH4,,Philodendron hederaceum (Jacq.) Schott var. hederaceum,vilevine,US72
PHHEH4,PHMI12,Philodendron micans (K. Koch) K. Koch,,US72
PHHEH4,PHSCI,"Philodendron scandens K. Koch & Sello ssp. isertianum (Schott) Bunting, nom. inq.",,US72
PHHEO,PHSCO,Philodendron scandens K. Koch & Sello ssp. oxycardium (Schott) Bunting,,US66
PHHEO,,Philodendron hederaceum (Jacq.) Schott var. oxycardium (Schott) Croat,heartleaf philodendron,US74
PHHEO,,Philodendron hederaceum (Jacq.) Schott var. oxycardium (Schott) Croat,heartleaf philodendron,US66
PHHEO,,Philodendron hederaceum (Jacq.) Schott var. oxycardium (Schott) Croat,heartleaf philodendron,US78
PHHEO,PHSCO,Philodendron scandens K. Koch & Sello ssp. oxycardium (Schott) Bunting,,US72
PHHEO,PHOX,Philodendron oxycardium Schott,,US72
PHHEO,,Philodendron hederaceum (Jacq.) Schott var. oxycardium (Schott) Croat,heartleaf philodendron,US72
PHHEO,PHOX,Philodendron oxycardium Schott,,US66
PHHEO,PHSCO,Philodendron scandens K. Koch & Sello ssp. oxycardium (Schott) Bunting,,US78
PHHEO,PHSCO,Philodendron scandens K. Koch & Sello ssp. oxycardium (Schott) Bunting,,US74
PHHEO,PHOX,Philodendron oxycardium Schott,,US74
PHHEO,PHOX,Philodendron oxycardium Schott,,US78
PHLI3,,Philodendron lingulatum (L.) K. Koch,treelover,US72
PHLI3,,Philodendron lingulatum (L.) K. Koch,treelover,US78
PHMA6,,Philodendron marginatum Urb.,Puerto Rico philodendron,US72
PHOR8,,Philodendron ornatum Schott,philodendron,US72
PHPI7,,Philodendron pinnatifidum (Jacq.) Schott,Comb-Leaf Philodendron,US15
PHUN3,,Philodendron undulatum Engl.,,US74
PHUN3,,Philodendron undulatum Engl.,,US66
PHILO3,,Philonotis Brid.,philonotis moss,USNI
PHUN,,Philonotis uncinata (Schwägr.) Brid.,philonotis moss,USNI
PHLEB,,Phlebodium (R. Br.) J. Sm.,golden polypody,US74
PHLEB,,Phlebodium (R. Br.) J. Sm.,golden polypody,US72
PHLEB,,Phlebodium (R. Br.) J. Sm.,golden polypody,US15
PHLEB,,Phlebodium (R. Br.) J. Sm.,golden polypody,US78
PHAU6,POAU6,Polypodium aureum L.,,US15
PHAU6,,Phlebodium aureum (L.) J. Sm.,golden polypody,US15
PHAU6,POAU6,Polypodium aureum L.,,US66
PHAU6,,Phlebodium aureum (L.) J. Sm.,golden polypody,US74
PHAU6,POAU6,Polypodium aureum L.,,US78
PHAU6,,Phlebodium aureum (L.) J. Sm.,golden polypody,US66
PHAU6,POAU6,Polypodium aureum L.,,US74
PHAU6,,Phlebodium aureum (L.) J. Sm.,golden polypody,US72
PHAU6,,Phlebodium aureum (L.) J. Sm.,golden polypody,US78
PHAU6,POAU6,Polypodium aureum L.,,US72
PHDE3,,Phlebodium decumanum (Willd.) J. Sm.,creeping golden polypody,US72
PHDE3,PODE8,Polypodium decumanum Willd.,,US72
PHPS,POAUA,Polypodium aureum L. var. areolatum (Humb. & Bonpl. ex Willd.) Baker,,US72
PHPS,PHAR9,Phlebodium areolatum (Humb. & Bonpl. ex Willd.) Baker,,US72
PHPS,,Phlebodium pseudoaureum (Cav.) Lellinger,false golden polypody,US72
PHPS,POPS5,Polypodium pseudoaureum Cav.,,US72
PHLEU,,Phleum L.,timothy,US15
PHPR3,,Phleum pratense L.,timothy,US15
PHPR3,PHNO4,Phleum nodosum L.,,US15
PHPR3,PHPRN,Phleum pratense L. var. nodosum (L.) Huds.,,US15
PHPR3,PHPRN2,Phleum pratense L. ssp. nodosum (L.) Arcang.,,US15
PHOEN2,,Phoenix L.,date palm,US15
PHOEN2,,Phoenix L.,date palm,US70
PHOEN2,,Phoenix L.,date palm,USNI
PHCA13,,Phoenix canariensis hort. ex Chabaud,Canary Island date palm,USNI
PHDA4,,Phoenix dactylifera L.,date palm,US70
PHDA4,,Phoenix dactylifera L.,date palm,US15
PHDA4,,Phoenix dactylifera L.,date palm,US66
PHORA,,Phoradendron Nutt.,mistletoe,US72
PHORA,,Phoradendron Nutt.,mistletoe,US78
PHAN10,,Phoradendron anceps (Spreng.) G. Maza,goldenfruit mistletoe,US72
PHAN10,PHHE6,Phoradendron helleri Trel.,,US72
PHAN10,VIAN6,Viscum anceps Spreng.,,US72
PHAN10,PHHE6,Phoradendron helleri Trel.,,US78
PHAN10,,Phoradendron anceps (Spreng.) G. Maza,goldenfruit mistletoe,US78
PHAN10,VIAN6,Viscum anceps Spreng.,,US78
PHAN10,PHCH3,Phoradendron chrysocarpum Krug & Urb.,,US72
PHAN10,PHCH3,Phoradendron chrysocarpum Krug & Urb.,,US78
PHBA4,,Phoradendron barahonae Urb. & Trel.,island mistletoe,US72
PHDI9,VIDI11,Viscum dichotomum Bertero ex Spreng.,,US72
PHDI9,PHBE,Phoradendron berterianum (DC.) Griseb.,,US72
PHDI9,,Phoradendron dichotomum (Bertero ex Spreng.) Krug & Urb.,Bertero's mistletoe,US72
PHHE7,,Phoradendron hexastichum (DC.) Griseb.,tropical mistletoe,US72
PHHE7,VIHE4,Viscum hexastichum DC.,,US72
PHPI2,,Phoradendron piperoides (Kunth) Trel.,Piper mistletoe,US72
PHPI2,LOPI3,Loranthus piperoides Kunth,,US72
PHQU2,LOQU3,Loranthus quadrangularis Kunth,,US72
PHQU2,,Phoradendron quadrangulare (Kunth) Griseb.,quacimmila de canario,US72
PHQU2,PHRA8,Phoradendron randiae (Bello) Britton,,US72
PHRA7,,Phoradendron racemosum (Aubl.) Krug & Urb.,bigleaf mistletoe,US72
PHRA7,,Phoradendron racemosum (Aubl.) Krug & Urb.,bigleaf mistletoe,US78
PHTE4,,Phoradendron tetrapterum Krug & Urb.,fourpart mistletoe,US72
PHTR2,,Phoradendron trinervium (Lam.) Griseb.,angled mistletoe,US72
PHTR2,,Phoradendron trinervium (Lam.) Griseb.,angled mistletoe,US78
PHORM,,Phormium J.R. Forst. & G. Forst.,phormium,US15
PHTE8,,Phormium tenax J.R. Forst. & G. Forst.,New Zealand flax,US15
PHOTI,,Photinia Lindl.,chokeberry,US15
PHDA5,,Photinia davidiana (Decne.) Cardot,Chinese photinia,US15
PHRAG,,Phragmites Adans.,reed,US15
PHRAG,,Phragmites Adans.,reed,US72
PHRAG,,Phragmites Adans.,reed,US70
PHAU7,,Phragmites australis (Cav.) Trin. ex Steud.,common reed,US15
PHAU7,PHCOB,Phragmites communis Trin. ssp. berlandieri (Fourn.) Á. Löve & D. Löve,,US15
PHAU7,PHCO15,Phragmites communis Trin.,,US15
PHAU7,PHAUB,Phragmites australis (Cav.) Trin. ex Steud. var. berlandieri (Fourn.) C.F. Reed,,US15
PHAU7,,Phragmites australis (Cav.) Trin. ex Steud.,common reed,US72
PHAU7,PHAUB,Phragmites australis (Cav.) Trin. ex Steud. var. berlandieri (Fourn.) C.F. Reed,,US72
PHAU7,PHCO15,Phragmites communis Trin.,,US72
PHAU7,PHCOB,Phragmites communis Trin. ssp. berlandieri (Fourn.) Á. Löve & D. Löve,,US72
PHAU7,PHCOB2,Phragmites communis Trin. var. berlandieri (Fourn.) Fernald,,US15
PHAU7,PHPH4,"Phragmites phragmites (L.) Karst., nom. inval.",,US72
PHAU7,PHCOB2,Phragmites communis Trin. var. berlandieri (Fourn.) Fernald,,US72
PHAU7,PHPH4,"Phragmites phragmites (L.) Karst., nom. inval.",,US15
PHAUB2,,Phragmites australis (Cav.) Trin. ex Steud. ssp. berlandieri (E. Fourn.) Saltonst. & Hauber,subtropical common reed,US72
PHKA3,,Phragmites karka (Retz.) Trin. ex Steud. [excluded],tall reed,US70
PHKA3,,Phragmites karka (Retz.) Trin. ex Steud. [excluded],tall reed,US66
PHREA,,Phreatia Lindl.,phreatia,US70
PHKA9,,Phreatia kanehirae Fukuy.,Kanehira's phreatia,US66
PHKA9,,Phreatia kanehirae Fukuy.,Kanehira's phreatia,US70
PHMI21,,Phreatia micrantha (A. Rich.) Schltr.,smallflower phreatia,US66
PHMI21,,Phreatia micrantha (A. Rich.) Schltr.,smallflower phreatia,US70
PHPA33,,Phreatia palawensis (Schltr.) Tuyama,Palau phreatia,US66
PHPA33,,Phreatia palawensis (Schltr.) Tuyama,Palau phreatia,US70
PHYLA,,Phyla Lour.,fogfruit,US72
PHYLA,,Phyla Lour.,fogfruit,US70
PHYLA,,Phyla Lour.,fogfruit,US78
PHYLA,,Phyla Lour.,fogfruit,US15
PHYLA,,Phyla Lour.,fogfruit,US74
PHDU4,,Phyla dulcus (Trevir.) Moldenke,honeyherb,US72
PHDU4,PHSC6,Phyla scaberrima auct. non (Juss.) Moldenke,,US72
PHDU4,LIDU3,Lippia dulcis Trevir.,,US72
PHFR11,,Phyla fruticosa (Mill.) Kennedy,diamondleaf fogfruit,US78
PHFR11,LIST11,Lippia strigulosa M. Martens & Galeotti,,US72
PHFR11,PHNOA,Phyla nodiflora (L.) Greene var. antillana Moldenke,,US78
PHFR11,,Phyla fruticosa (Mill.) Kennedy,diamondleaf fogfruit,US72
PHFR11,PHSTS,Phyla strigulosa (M. Martens & Galeotti) Moldenke var. sericea (Kuntze) Moldenke,,US72
PHFR11,LIST11,Lippia strigulosa M. Martens & Galeotti,,US78
PHFR11,PHSTS,Phyla strigulosa (M. Martens & Galeotti) Moldenke var. sericea (Kuntze) Moldenke,,US78
PHFR11,PHNOA,Phyla nodiflora (L.) Greene var. antillana Moldenke,,US72
PHFR11,PHSTS5,Phyla strigulosa (M. Martens & Galeotti) Moldenke var. strigulosa,,US72
PHFR11,PHST4,Phyla strigulosa (M. Martens & Galeotti) Moldenke,,US72
PHFR11,PHSTS5,Phyla strigulosa (M. Martens & Galeotti) Moldenke var. strigulosa,,US78
PHFR11,PHSTP,Phyla strigulosa (M. Martens & Galeotti) Moldenke var. parvifolia (Moldenke) Moldenke,,US78
PHFR11,PHST4,Phyla strigulosa (M. Martens & Galeotti) Moldenke,,US78
PHFR11,PHSTP,Phyla strigulosa (M. Martens & Galeotti) Moldenke var. parvifolia (Moldenke) Moldenke,,US72
PHNO2,,Phyla nodiflora (L.) Greene,turkey tangle fogfruit,US70
PHNO2,,Phyla nodiflora (L.) Greene,turkey tangle fogfruit,US66
PHNO2,,Phyla nodiflora (L.) Greene,turkey tangle fogfruit,US74
PHNO2,,Phyla nodiflora (L.) Greene,turkey tangle fogfruit,US15
PHNO2,LIIN6,Lippia incisa (Small) Tidestr.,,US15
PHNO2,,Phyla nodiflora (L.) Greene,turkey tangle fogfruit,US72
PHNO2,LIIN6,Lippia incisa (Small) Tidestr.,,US66
PHNO2,LIIN6,Lippia incisa (Small) Tidestr.,,US70
PHNO2,LINO2,Lippia nodiflora (L.) Michx.,,US15
PHNO2,,Phyla nodiflora (L.) Greene,turkey tangle fogfruit,US78
PHNO2,LIIN6,Lippia incisa (Small) Tidestr.,,US72
PHNO2,LINOR,Lippia nodiflora (L.) Michx. var. reptans (Kunth) Kuntze,,US15
PHNO2,LINO2,Lippia nodiflora (L.) Michx.,,US72
PHNO2,LIIN6,Lippia incisa (Small) Tidestr.,,US74
PHNO2,LIIN6,Lippia incisa (Small) Tidestr.,,US78
PHNO2,LIRE9,Lippia reptans Kunth,,US66
PHNO2,LINO2,Lippia nodiflora (L.) Michx.,,US78
PHNO2,LINO2,Lippia nodiflora (L.) Michx.,,US70
PHNO2,LINO2,Lippia nodiflora (L.) Michx.,,US66
PHNO2,LIRE9,Lippia reptans Kunth,,US78
PHNO2,LINOR,Lippia nodiflora (L.) Michx. var. reptans (Kunth) Kuntze,,US66
PHNO2,LINOR,Lippia nodiflora (L.) Michx. var. reptans (Kunth) Kuntze,,US70
PHNO2,LINO2,Lippia nodiflora (L.) Michx.,,US74
PHNO2,PHIN6,Phyla incisa Small,,US70
PHNO2,LINOR,Lippia nodiflora (L.) Michx. var. reptans (Kunth) Kuntze,,US72
PHNO2,LIRE9,Lippia reptans Kunth,,US15
PHNO2,LINOR,Lippia nodiflora (L.) Michx. var. reptans (Kunth) Kuntze,,US74
PHNO2,PHNOI,Phyla nodiflora (L.) Greene var. incisa (Small) Moldenke,,US70
PHNO2,LINOR,Lippia nodiflora (L.) Michx. var. reptans (Kunth) Kuntze,,US78
PHNO2,LIRE9,Lippia reptans Kunth,,US72
PHNO2,LIRE9,Lippia reptans Kunth,,US70
PHNO2,PHNOL,Phyla nodiflora (L.) Greene var. longifolia Moldenke,,US15
PHNO2,LIRE9,Lippia reptans Kunth,,US74
PHNO2,PHIN6,Phyla incisa Small,,US72
PHNO2,PHIN6,Phyla incisa Small,,US15
PHNO2,PHNON3,Phyla nodiflora (L.) Greene var. nodiflora,,US70
PHNO2,PHIN6,Phyla incisa Small,,US74
PHNO2,PHNOI,Phyla nodiflora (L.) Greene var. incisa (Small) Moldenke,,US74
PHNO2,PHIN6,Phyla incisa Small,,US66
PHNO2,PHNON3,Phyla nodiflora (L.) Greene var. nodiflora,,US74
PHNO2,PHNOI,Phyla nodiflora (L.) Greene var. incisa (Small) Moldenke,,US15
PHNO2,PHNOL,Phyla nodiflora (L.) Greene var. longifolia Moldenke,,US70
PHNO2,PHIN6,Phyla incisa Small,,US78
PHNO2,PHNOR,Phyla nodiflora (L.) Greene var. reptans (Kunth) Moldenke,,US15
PHNO2,PHNOL,Phyla nodiflora (L.) Greene var. longifolia Moldenke,,US66
PHNO2,PHNOR,Phyla nodiflora (L.) Greene var. reptans (Kunth) Moldenke,,US70
PHNO2,PHNOI,Phyla nodiflora (L.) Greene var. incisa (Small) Moldenke,,US66
PHNO2,PHNOR,Phyla nodiflora (L.) Greene var. reptans (Kunth) Moldenke,,US78
PHNO2,PHNOL,Phyla nodiflora (L.) Greene var. longifolia Moldenke,,US72
PHNO2,PHNOR,Phyla nodiflora (L.) Greene var. reptans (Kunth) Moldenke,,US72
PHNO2,PHNOI,Phyla nodiflora (L.) Greene var. incisa (Small) Moldenke,,US72
PHNO2,PHNOR2,Phyla nodiflora (L.) Greene var. repens (Spreng.) Moldenke,,US74
PHNO2,PHNOL,Phyla nodiflora (L.) Greene var. longifolia Moldenke,,US78
PHNO2,PHNOR2,Phyla nodiflora (L.) Greene var. repens (Spreng.) Moldenke,,US66
PHNO2,PHNOI,Phyla nodiflora (L.) Greene var. incisa (Small) Moldenke,,US78
PHNO2,PHNOR3,Phyla nodiflora (L.) Greene var. rosea (D. Don) Moldenke,,US74
PHNO2,PHNON3,Phyla nodiflora (L.) Greene var. nodiflora,,US66
PHNO2,PHNOR2,Phyla nodiflora (L.) Greene var. repens (Spreng.) Moldenke,,US72
PHNO2,PHNOL,Phyla nodiflora (L.) Greene var. longifolia Moldenke,,US74
PHNO2,PHNOR2,Phyla nodiflora (L.) Greene var. repens (Spreng.) Moldenke,,US78
PHNO2,PHNON3,Phyla nodiflora (L.) Greene var. nodiflora,,US78
PHNO2,PHNOR3,Phyla nodiflora (L.) Greene var. rosea (D. Don) Moldenke,,US66
PHNO2,PHNON3,Phyla nodiflora (L.) Greene var. nodiflora,,US15
PHNO2,PHNOR3,Phyla nodiflora (L.) Greene var. rosea (D. Don) Moldenke,,US78
PHNO2,PHNOR,Phyla nodiflora (L.) Greene var. reptans (Kunth) Moldenke,,US66
PHNO2,PHNON3,Phyla nodiflora (L.) Greene var. nodiflora,,US72
PHNO2,PHNOR,Phyla nodiflora (L.) Greene var. reptans (Kunth) Moldenke,,US74
PHNO2,PHNOR2,Phyla nodiflora (L.) Greene var. repens (Spreng.) Moldenke,,US15
PHNO2,PHNOR2,Phyla nodiflora (L.) Greene var. repens (Spreng.) Moldenke,,US70
PHNO2,PHNOR3,Phyla nodiflora (L.) Greene var. rosea (D. Don) Moldenke,,US15
PHNO2,PHNOR3,Phyla nodiflora (L.) Greene var. rosea (D. Don) Moldenke,,US70
PHNO2,PHNOR3,Phyla nodiflora (L.) Greene var. rosea (D. Don) Moldenke,,US72
PHST8,,Phyla stoechadifolia (L.) Small,southern fogfruit,US72
PHST8,LIST9,Lippia stoechadifolia (L.) Kunth,,US72
PHYLL,,Phyllanthus L.,leafflower,US15
PHYLL,,Phyllanthus L.,leafflower,US70
PHYLL,,Phyllanthus L.,leafflower,US72
PHYLL,,Phyllanthus L.,leafflower,US74
PHYLL,,Phyllanthus L.,leafflower,USNI
PHYLL,,Phyllanthus L.,leafflower,US78
PHAC3,,Phyllanthus acidus (L.) Skeels,Tahitian gooseberry tree,US78
PHAC3,,Phyllanthus acidus (L.) Skeels,Tahitian gooseberry tree,US15
PHAC3,CIAC2,Cicca acidua (L.) Merr.,,US15
PHAC3,,Phyllanthus acidus (L.) Skeels,Tahitian gooseberry tree,US72
PHAC3,CIAC2,Cicca acidua (L.) Merr.,,US78
PHAC3,PHDI10,Phyllanthus distichus (L.) Müll. Arg.,,US15
PHAC3,CIAC2,Cicca acidua (L.) Merr.,,US72
PHAC3,PHDI10,Phyllanthus distichus (L.) Müll. Arg.,,US72
PHAC3,CIDI3,Cicca disticha L.,,US15
PHAC3,CIDI3,Cicca disticha L.,,US78
PHAC3,CIDI3,Cicca disticha L.,,US72
PHAC3,PHDI10,Phyllanthus distichus (L.) Müll. Arg.,,US78
PHAC7,,Phyllanthus acuminatus Vahl,Jamaican gooseberry tree,US72
PHAC7,,Phyllanthus acuminatus Vahl,Jamaican gooseberry tree,US78
PHAM5,,Phyllanthus amarus Schumach. & Thonn.,carry me seed,US74
PHAM5,,Phyllanthus amarus Schumach. & Thonn.,carry me seed,US72
PHAM5,,Phyllanthus amarus Schumach. & Thonn.,carry me seed,US70
PHAM5,,Phyllanthus amarus Schumach. & Thonn.,carry me seed,US66
PHAM5,,Phyllanthus amarus Schumach. & Thonn.,carry me seed,USNI
PHAM5,,Phyllanthus amarus Schumach. & Thonn.,carry me seed,US78
PHDE4,PHBO10,Phyllanthus boninsimae Nakai,,US66
PHDE4,,Phyllanthus debilis J.G. Klein ex Willd.,niruri,US15
PHDE4,,Phyllanthus debilis J.G. Klein ex Willd.,niruri,US66
PHDE4,,Phyllanthus debilis J.G. Klein ex Willd.,niruri,US70
PHDE4,PHBO10,Phyllanthus boninsimae Nakai,,US72
PHDE4,PHBO10,Phyllanthus boninsimae Nakai,,US70
PHDE4,,Phyllanthus debilis J.G. Klein ex Willd.,niruri,US72
PHDE4,PHBO10,Phyllanthus boninsimae Nakai,,US15
PHDI8,PHSA6,Phyllanthus sandwicensis Müll. Arg.,,US15
PHDI8,,Phyllanthus distichus Hook. & Arn.,pamakani mahu,US15
PHDI8,PHSAD2,Phyllanthus sandwicensis Müll. Arg. var. degeneri Sherff,,US15
PHDI8,PHSAE,Phyllanthus sandwicensis Müll. Arg. var. ellipticus,,US15
PHEM2,,Phyllanthus emblica L.,emblic,US72
PHEM2,EMOF,Emblica officinalis Gaertn.,,US72
PHEP,,Phyllanthus epiphyllanthus L.,swordbush,US78
PHEP,,Phyllanthus epiphyllanthus L.,swordbush,US72
PHEP,XYEP,Xylophylla epiphyllantha (L.) Britton,,US72
PHEP,XYEP,Xylophylla epiphyllantha (L.) Britton,,US78
PHFR5,,Phyllanthus fraternus G.L. Webster,gulf leaf-flower,US72
PHJU2,ASGR13,Asterandra grandifolia (L.) Britton,,US72
PHJU2,,Phyllanthus juglandifolius Willd.,gamo de costa,US72
PHJU2,ASGR13,Asterandra grandifolia (L.) Britton,,US78
PHJU2,,Phyllanthus juglandifolius Willd.,gamo de costa,US78
PHNI2,,Phyllanthus niruri L.,gale of the wind,US78
PHNI2,,Phyllanthus niruri L.,gale of the wind,USNI
PHNI2,,Phyllanthus niruri L.,gale of the wind,US72
PHNIN2,,Phyllanthus niruri L. ssp. niruri,gale of the wind,US72
PHNIN2,,Phyllanthus niruri L. ssp. niruri,gale of the wind,US78
PHOR10,ANCU,Andrachne cuneifolia Britton,,US72
PHOR10,,Phyllanthus orbicularis Kunth,wedge leaf-flower,US72
PHOR10,PHCU4,Phyllanthus cuneifolius (Britton) Croizat,,US72
PHPA32,,Phyllanthus palauensis Hosok.,dudurs,US66
PHPA32,,Phyllanthus palauensis Hosok.,dudurs,US70
PHPE7,,Phyllanthus pentaphyllus C. Wright ex Griseb.,fivepetal leaf-flower,US72
PHPE7,,Phyllanthus pentaphyllus C. Wright ex Griseb.,fivepetal leaf-flower,US78
PHPEP,,Phyllanthus pentaphyllus C. Wright ex Griseb. ssp. polycladus (Urb.) G.L. Webster,fivepetal leaf-flower,US78
PHPEP,PHPO6,Phyllanthus polycladus Urb.,,US72
PHPEP,,Phyllanthus pentaphyllus C. Wright ex Griseb. ssp. polycladus (Urb.) G.L. Webster,fivepetal leaf-flower,US72
PHPEP,PHPO6,Phyllanthus polycladus Urb.,,US78
PHPU11,,Phyllanthus pulcher Wall. ex Müll. Arg.,tropical leaf-flower,US78
PHRU9,PHRU10,"Phyllanthus rupiinsularis Hosok., orth. var.",,US66
PHRU9,,Phyllanthus rupi-insularis Hosok.,dedulrarubak,US66
PHRU9,,Phyllanthus rupi-insularis Hosok.,dedulrarubak,US70
PHRU9,PHRU10,"Phyllanthus rupiinsularis Hosok., orth. var.",,US70
PHST5,,Phyllanthus stipulatus (Raf.) G.L. Webster,stipulate leaf-flower,US72
PHST5,,Phyllanthus stipulatus (Raf.) G.L. Webster,stipulate leaf-flower,US78
PHST5,PHDI11,Phyllanthus diffusus Klotzsch,,US72
PHST5,PHDI11,Phyllanthus diffusus Klotzsch,,US78
PHTE5,,Phyllanthus tenellus Roxb.,Mascarene Island leaf-flower,US72
PHTE5,,Phyllanthus tenellus Roxb.,Mascarene Island leaf-flower,US15
PHUR,,Phyllanthus urinaria L.,chamber bitter,US66
PHUR,,Phyllanthus urinaria L.,chamber bitter,US72
PHUR,,Phyllanthus urinaria L.,chamber bitter,US70
PHYLL6,,Phyllostachys Siebold & Zucc.,bamboo,US15
PHNI80,PHHE14,Phyllostachys henionis Mitford,,US15
PHNI80,PHNIH2,Phyllostachys nigra (Lodd. ex Lindl.) Munro var. henionis (Mitford) Stapf ex Rendle,,US15
PHNI80,,Phyllostachys nigra (Lodd. ex Lindl.) Munro,black bamboo,US15
PHYLL5,,Phyllostegia Benth.,phyllostegia,US74
PHYLL5,,Phyllostegia Benth.,phyllostegia,US15
PHYA,,Phyllostegia ×yamaguchii Hosaka & O. Deg. (pro sp.) [glabra × hirsuta],phyllostegia,US15
PHAM9,PHBRA,Phyllostegia brevidens A. Gray var. ambigua,,US15
PHAM9,PHBRP2,Phyllostegia brevidens A. Gray var. pubescens Sherff,,US15
PHAM9,PHBRE,Phyllostegia brevidens A. Gray var. expansa Sherff,,US15
PHAM9,,Phyllostegia ambigua (A. Gray) Hillebr.,mountain phyllostegia,US15
PHAM9,PHBRH2,Phyllostegia brevidens A. Gray var. hirsutula (Hillebr.) Sherff,,US15
PHAM9,PHDE12,Phyllostegia degeneri Sherff,,US15
PHAM9,PHBRP,Phyllostegia brevidens A. Gray var. pauciflora Sherff,,US15
PHAM9,PHAL19,Phyllostegia alba H. St. John,,US15
PHAM9,PHCH8,Phyllostegia chartacea H. St. John,,US15
PHAM9,PHKO2,Phyllostegia konaensis H. St. John,,US15
PHAM9,PHEL7,Phyllostegia elliptica H. St. John,,US15
PHAM9,PHBRD,Phyllostegia brevidens A. Gray var. degeneri Sherff,,US15
PHAM9,PHHA14,Phyllostegia haiti H. St. John,,US15
PHAM9,PHBRH,Phyllostegia brevidens A. Gray var. heterodoxa Sherff,,US15
PHAM9,PHLO6,Phyllostegia longimontis H. St. John,,US15
PHBR6,,Phyllostegia bracteata Sherff,bracted phyllostegia,US15
PHBR7,PHPO13,Phyllostegia polyantha H. St. John,,US15
PHBR7,,Phyllostegia brevidens A. Gray,Mauna Kea phyllostegia,US15
PHEL2,,Phyllostegia electra Forbes,nehe kuhiwa,US15
PHEL2,PHMOF,Phyllostegia mollis Benth. var. fagerlindii Sherff,,US15
PHEL2,PHMOH,Phyllostegia mollis Benth. var. hochreutineri Sherff,,US15
