"","spec.name","spec.name.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name","One.Reason"
"339","Uvariopsis bisexualis","Uvariopsis bisexualis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,334,1,"wfo-0001066154","urn:lsid:ipni.org:names:930026-1","1601585","Uvariopsis bisexualis","species","wfo-4000039914","Verdc.","Annonaceae","","",NA,"Uvariopsis","","bisexualis","","species","Valid","Kew Bull. 41: 289 (1986)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Kew Bull. 41(2): 289. 1986 [22 Jul 1986]  to Kew Bull. 41: 289 (1986), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re","http://www.theplantlist.org/tpl1.1/record/tro-1601585","The Annonaceae TEN","A","tro-1601585","",FALSE,"","","",""
"340","Uvariopsis lovettiana","Uvariopsis lovettiana",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,335,1,"wfo-0000745992","urn:lsid:ipni.org:names:77104906-1","1021902","Uvariopsis lovettiana","species","wfo-4000039914","Couvreur & Q.Luke","Annonaceae","","",NA,"Uvariopsis","","lovettiana","","species","Valid","Blumea 55: 70 (2010)","Accepted","","",NA,"Source in seed data: ksu Update namepublishedIn from Blumea 55(1): 70 (68-72; fig. 1, map). 2010 [16 Apr 2010]  to Blumea 55: 70 (2010), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77104906-1","The Annonaceae TEN","A","kew-2899141","",FALSE,"","","",""
"341","Xylopia tanganyikensis","Xylopia tanganyikensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,336,1,"wfo-0001330713","urn:lsid:ipni.org:names:60473755-2","60473755-2","Xylopia tanganyikensis","species","wfo-4000041030","D.M.Johnson","Annonaceae","","",NA,"Xylopia","","tanganyikensis","","species","Valid","Kew Bull. 72(1)-11: 9 (2017)","Accepted","","",NA,"Source in seed data: ipni Update namepublishedIn from Kew Bull. 72(1)-11: 9. 2017 [25 Mar 2017] [epublished] to Kew Bull. 72(1)-11: 9 (2017), information provided by Alan E. on email Jun. 07 2021","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60473755-2","The Annonaceae TEN","A","","",FALSE,"","","",""
"342","Astropanax stolzii","Astropanax stolzii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,337,1,"wfo-0001424338","urn:lsid:ipni.org:names:77164610-1","524532-wcs","Astropanax stolzii","species","wfo-4000003490","(Harms) Lowry, G.M.Plunkett, Gostel & Frodin","Araliaceae","","",NA,"Astropanax","","stolzii","","species","Valid","Candollea 72(2): 273. 2017 [24 Jun 2017]","Accepted","","",NA,"Source in seed data: wcvp Updated namepublishedIn from Candollea 72: 273 (2017) to Candollea 72(2): 273. 2017 [24 Jun 2017] , information provided by Alan E. on email Oct. 12 2020","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77164610-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","","",""
"343","Cussonia jatrophoides","Cussonia jatrophoides",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,338,1,"wfo-0000933643","urn:lsid:ipni.org:names:90162-1","52447","Cussonia jatrophoides","species","wfo-4000010129","Hutch. & E.A.Bruce","Araliaceae","","",NA,"Cussonia","","jatrophoides","","species","Valid","Bull. Misc. Inform. Kew 1931: 273 (1931)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Bull. Misc. Inform. Kew 1931(5): 273. [14 May 1931]  to Bull. Misc. Inform. Kew 1931: 273 (1931), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www","http://www.theplantlist.org/tpl1.1/record/kew-52447","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-52447","",FALSE,"","","",""
"344","Polyscias richardsiae","Polyscias richardsiae",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,339,1,"wfo-0000280134","urn:lsid:ipni.org:names:91811-1","162566","Polyscias richardsiae","species","wfo-4000030816","Bamps","Araliaceae","","",NA,"Polyscias","","richardsiae","","species","Valid","Bull. Jard. Bot. Natl. Belg. 47: 260 (1977)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Bull. Jard. Bot. Natl. Belg. 47(1-2): 260. 1977  to Bull. Jard. Bot. Natl. Belg. 47: 260 (1977), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.","http://www.theplantlist.org/tpl1.1/record/kew-162566","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-162566","",FALSE,"","","",""
"345","Dypsis pembana","Dypsis pembana",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,340,1,"wfo-0000947124","urn:lsid:ipni.org:names:985363-1","65505-wcs","Dypsis pembana","species","wfo-4000012821","(H.E.Moore) Beentje & J.Dransf.","Arecaceae","","",NA,"Dypsis","","pembana","","species","Valid","Palms Madagascar : 219 (1995)","Accepted","","wfo-0000853204",NA,"Source in seed data: wcs Update namepublishedIn from Palms Madagascar 219 1995  to Palms Madagascar : 219 (1995), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-6","http://www.theplantlist.org/tpl1.1/record/kew-65505","The Arecaceae TEN","A","kew-65505","",FALSE,"","","",""
"346","Dendrosenecio johnstonii","Dendrosenecio johnstonii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,341,1,"wfo-0000063507","urn:lsid:ipni.org:names:201196-1","GCC-202D6A36-8093-4BE3-9A14-25DCA4C0410A","Dendrosenecio johnstonii","species","wfo-4000011112","(H.H.Johnst.) B.Nord.","Asteraceae","","",NA,"Dendrosenecio","","johnstonii","","species","Valid","Opera Bot. 44: 42 (1978)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Opera Bot. 44 42 1978  to Opera Bot. 44: 42 (1978), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-20473 >The","http://www.theplantlist.org/tpl1.1/record/gcc-20473","The Asteraceaae TEN","A","gcc-20473","",FALSE,"","","",""
"347","Dendrosenecio meruensis","Dendrosenecio meruensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,342,1,"wfo-0000071418","urn:lsid:ipni.org:names:971847-1","GCC-B21D26AA-3C41-4F39-8DF0-3417B7128B91","Dendrosenecio meruensis","species","wfo-4000011112","(Cotton & Blakelock) E.B.Knox","Asteraceae","","",NA,"Dendrosenecio","","meruensis","","species","Valid","Contr. Univ. Michigan Herb. 19: 245 (1993): (1993)","Accepted","","wfo-0000020014",NA,"Source in seed data: gcc Update namepublishedIn from Contr. Univ. Michigan Herb. 19: 245 (1993):.  to Contr. Univ. Michigan Herb. 19: 245 (1993): (1993), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://","http://www.theplantlist.org/tpl1.1/record/gcc-28191","The Asteraceaae TEN","A","gcc-28191","",FALSE,"","","",""
"348","Vernonia bruceae","Vernonia bruceae",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,343,1,"wfo-0000038297","urn:lsid:ipni.org:names:934991-1","GCC-312FB9B5-907D-484B-A947-ED83FADC19C4","Vernonia bruceae","species","wfo-4000040166","C.Jeffrey","Asteraceae","","",NA,"Vernonia","","bruceae","","species","Valid","Kew Bull. 43(2): 216 (1988)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Kew Bull. 43(2): 216. 1988 [11 Jul 1988]  to Kew Bull. 43(2): 216 (1988), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1","http://www.theplantlist.org/tpl1.1/record/gcc-137026","The Asteraceaae TEN","A","gcc-137026","",FALSE,"","","",""
"349","Fernandoa lutea","Fernandoa lutea",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,344,1,"wfo-0000782333","urn:lsid:ipni.org:names:979021-1","320827","Fernandoa lutea","species","wfo-4000014680","(Verdc.) Bidgood","Bignoniaceae","","",NA,"Fernandoa","","lutea","","species","Valid","Kew Bull. 49: 383 (1994)","Accepted","","wfo-0000782339",NA,"Source in seed data: iplants Update namepublishedIn from Kew Bull. 49(3): 383. 1994 [22 Sep 1994]  to Kew Bull. 49: 383 (1994), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.","http://www.theplantlist.org/tpl1.1/record/kew-320827","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-320827","",FALSE,"","","",""
"350","Cordia fischeri","Cordia fischeri",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,345,1,"wfo-0000620473","urn:lsid:ipni.org:names:114146-1","867064","Cordia fischeri","species","wfo-4000009266","Gürke","Boraginaceae","","",NA,"Cordia","","fischeri","","species","Valid","Pflanzenw. Ost-Afrikas , C: 335 (1895)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Pflanzenw. Ost-Afrikas C (1895) 335.  to Pflanzenw. Ost-Afrikas , C: 335 (1895), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org","http://www.theplantlist.org/tpl1.1/record/kew-2736766","The Boraginaceae TEN","A","kew-2736766","",FALSE,"","","",""
"351","Cordia peteri","Cordia peteri",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,346,1,"wfo-0000620849","urn:lsid:ipni.org:names:958894-1","867413","Cordia peteri","species","wfo-4000009266","Verdc.","Boraginaceae","","",NA,"Cordia","","peteri","","species","Valid","Fl. Trop. E. Africa , Boraginac.: 10 (1991)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Fl. Trop. E. Africa, Boragin. 10. 1991  to Fl. Trop. E. Africa , Boraginac.: 10 (1991), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantl","http://www.theplantlist.org/tpl1.1/record/kew-2737115","The Boraginaceae TEN","A","kew-2737115","",FALSE,"","","",""
"352","Ehretia glandulosissima","Ehretia glandulosissima",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,347,1,"wfo-0000663428","urn:lsid:ipni.org:names:958897-1","912725","Ehretia glandulosissima","species","wfo-4000013060","Verdc.","Boraginaceae","","",NA,"Ehretia","","glandulosissima","","species","Valid","Fl. Trop. E. Africa , Boraginac.: 36 (1991)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Fl. Trop. E. Africa, Boragin. 36. 1991  to Fl. Trop. E. Africa , Boraginac.: 36 (1991), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantl","http://www.theplantlist.org/tpl1.1/record/kew-2784740","The Boraginaceae TEN","A","kew-2784740","",FALSE,"","","",""
"353","Commiphora acuminata","Commiphora acuminata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,348,1,"wfo-0000617155","urn:lsid:ipni.org:names:127573-1","863689","Commiphora acuminata","species","wfo-4000009054","Mattick","Burseraceae","","",NA,"Commiphora","","acuminata","","species","Valid","Notizbl. Bot. Gart. Berlin-Dahlem 12: 656 (1935)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Notizbl. Bot. Gart. Berlin-Dahlem 12: 656. 1935  to Notizbl. Bot. Gart. Berlin-Dahlem 12: 656 (1935), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http:/","http://www.theplantlist.org/tpl1.1/record/kew-2733384","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2733384","",FALSE,"","","",""
"354","Commiphora engleri","Commiphora engleri",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,349,1,"wfo-0000617260","urn:lsid:ipni.org:names:127646-1","863787","Commiphora engleri","species","wfo-4000009054","Guillaumin","Burseraceae","","",NA,"Commiphora","","engleri","","species","Valid","Bull. Soc. Bot. France 56: 141 (1909)","Accepted","","wfo-0000617340",NA,"Source in seed data: cmp Update namepublishedIn from Bull. Soc. Bot. France 56: 141, in obs. 1909  to Bull. Soc. Bot. France 56: 141 (1909), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantl","http://www.theplantlist.org/tpl1.1/record/kew-2733482","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2733482","",FALSE,"","","",""
"355","Commiphora hornbyi","Commiphora hornbyi",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,350,1,"wfo-0000617315","urn:lsid:ipni.org:names:127691-1","863838","Commiphora hornbyi","species","wfo-4000009054","Burtt","Burseraceae","","",NA,"Commiphora","","hornbyi","","species","Valid","Bull. Misc. Inform. Kew 1935: 112 (1935)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Bull. Misc. Inform. Kew 1935(3): 112. [20 May 1935]  to Bull. Misc. Inform. Kew 1935: 112 (1935), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www","http://www.theplantlist.org/tpl1.1/record/kew-2733533","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2733533","",FALSE,"","","",""
"356","Commiphora madagascariensis","Commiphora madagascariensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,351,1,"wfo-0000617352","urn:lsid:ipni.org:names:127719-1","863873","Commiphora madagascariensis","species","wfo-4000009054","Jacq.","Burseraceae","","",NA,"Commiphora","","madagascariensis","","species","Valid","Pl. Hort. Schoenbr. 2: 66 (1797)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Pl. Rar. Hort. Schoenbr. 2: 66. 1797  to Pl. Hort. Schoenbr. 2: 66 (1797), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.","http://www.theplantlist.org/tpl1.1/record/kew-2733568","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2733568","",FALSE,"","","",""
"357","Commiphora spathulata","Commiphora spathulata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,352,1,"wfo-0000617478","urn:lsid:ipni.org:names:127819-1","863991","Commiphora spathulata","species","wfo-4000009054","Mattick","Burseraceae","","",NA,"Commiphora","","spathulata","","species","Valid","Notizbl. Bot. Gart. Berlin-Dahlem 12: 661 (1935)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Notizbl. Bot. Gart. Berlin-Dahlem 12: 661. 1935  to Notizbl. Bot. Gart. Berlin-Dahlem 12: 661 (1935), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http:/","http://www.theplantlist.org/tpl1.1/record/kew-2733686","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2733686","",FALSE,"","","",""
"358","Commiphora ulugurensis","Commiphora ulugurensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,353,1,"wfo-0000617518","urn:lsid:ipni.org:names:127849-1","864027","Commiphora ulugurensis","species","wfo-4000009054","Engl.","Burseraceae","","",NA,"Commiphora","","ulugurensis","","species","Valid","Nat. Pflanzenfam. 3(4): 255 (1896)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Nat. Pflanzenfam. [Engler & Prantl] iii. IV. 255; et in Engl. Jahrb. xxvi. 369.  to Nat. Pflanzenfam. 3(4): 255 (1896), information provided by Alan E. on email Jun. 07 2021 More details could be found","http://www.theplantlist.org/tpl1.1/record/kew-2733722","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2733722","",FALSE,"","","",""
"359","Warburgia elongata","Warburgia elongata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,354,1,"wfo-0000427593","urn:lsid:ipni.org:names:146035-1","378722","Warburgia elongata","species","wfo-4000040522","Verdc.","Canellaceae","","",NA,"Warburgia","","elongata","","species","Valid","Kew Bull. 9: 544 (1954 publ. 1955)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Kew Bull. 9(4): 544. 1955 [1954 publ. 2 Mar 1955]  to Kew Bull. 9: 544 (1954 publ. 1955), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplan","http://www.theplantlist.org/tpl1.1/record/kew-2465911","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2465911","",FALSE,"","","",""
"360","Boscia rotundifolia","Boscia rotundifolia",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,355,1,"wfo-0000569564","urn:lsid:ipni.org:names:146139-1","812081","Boscia rotundifolia","species","wfo-4000005057","Pax","Capparaceae","","",NA,"Boscia","","rotundifolia","","species","Valid","Bot. Jahrb. Syst. 14: 299 (1891)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Bot. Jahrb. Syst. 14(3): 299. 1891 [15 Sep 1891]  to Bot. Jahrb. Syst. 14: 299 (1891), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantli","http://www.theplantlist.org/tpl1.1/record/kew-2680356","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2680356","",FALSE,"","","",""
"361","Thilachium densiflorum","Thilachium densiflorum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,356,1,"wfo-0001290569","urn:lsid:ipni.org:names:148129-1","5900854","Thilachium densiflorum","species","wfo-4000038207","Gilg & Gilg-Ben.","Capparaceae","","",NA,"Thilachium","","densiflorum","","species","Valid","Bot. Jahrb. Syst. 53: 263 (1915)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Bot. Jahrb. Syst. 53(1-2): 263. 1915 [27 Apr 1915]  to Bot. Jahrb. Syst. 53: 263 (1915), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplant","http://www.theplantlist.org/tpl1.1/record/tro-5900854","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-5900854","",FALSE,"","","",""
"362","Gymnosporia richardsiae","Gymnosporia richardsiae",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,357,1,"wfo-0000713034","urn:lsid:ipni.org:names:60444111-2","963516","Gymnosporia richardsiae","species","wfo-4000016529","(N.Robson & Sebsebe) Jordaan","Celastraceae","","",NA,"Gymnosporia","","richardsiae","","species","Valid","Taxon 55: 522 (2006)","Accepted","","wfo-0000374699",NA,"Source in seed data: cmp Update namepublishedIn from Taxon 55(2): 522. 2006 [22 Jun 2006]  to Taxon 55: 522 (2006), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew","http://www.theplantlist.org/tpl1.1/record/kew-2836203","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2836203","",FALSE,"","","",""
"363","Salacia lovettii","Salacia lovettii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,358,1,"wfo-0001277634","urn:lsid:ipni.org:names:930035-1","50295165","Salacia lovettii","species","wfo-4000033821","N.Hallé & B.Mathew","Celastraceae","","",NA,"Salacia","","lovettii","","species","Valid","Kew Bull. 41: 399 (1986)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Kew Bull. 41(2): 399. 1986 [22 Jul 1986]  to Kew Bull. 41: 399 (1986), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re","http://www.theplantlist.org/tpl1.1/record/tro-50295165","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-50295165","",FALSE,"","","",""
